latitude,longitude,acq_date
-12.95928,-72.35583,7/1/20
-12.92798,-73.58465,7/1/20
-8.58867,-74.31374,7/1/20
-8.58075,-74.23677,7/1/20
-7.45319,-76.66366,7/1/20
-7.45105,-76.66483,7/1/20
-5.77578,-77.2586,7/1/20
-5.79044,-77.14278,7/1/20
-5.81354,-77.20974,7/1/20
-5.8168,-77.05856,7/1/20
-5.81284,-77.05637,7/1/20
-5.81855,-77.05563,7/1/20
-11.19049,-74.66269,7/1/20
-11.23669,-74.66838,7/1/20
-7.246,-76.3499,7/1/20
-7.02192,-79.64061,7/1/20
-7.01918,-79.63858,7/1/20
-4.84057,-80.82108,7/1/20
-6.30053,-76.74087,7/1/20
-8.51665,-76.39514,7/1/20
-6.19625,-76.89127,7/1/20
-6.19467,-76.8923,7/1/20
-11.09341,-74.75113,7/1/20
-7.85835,-78.03534,7/1/20
-11.09568,-74.75267,7/1/20
-10.9455,-74.63805,7/1/20
-10.91884,-73.73476,7/1/20
-5.32843,-80.76573,7/1/20
-5.47633,-80.76554,7/1/20
-10.60065,-77.09271,7/1/20
-6.58841,-79.87921,7/1/20
-8.54282,-76.75084,7/1/20
-8.54268,-76.75317,7/1/20
-6.05626,-75.9816,7/1/20
-12.01169,-74.77075,7/1/20
-7.45003,-79.55618,7/1/20
-7.00912,-76.49587,7/1/20
-7.5784,-74.99202,7/1/20
-14.84211,-75.01083,7/1/20
-11.88224,-74.93978,7/1/20
-11.88357,-74.93951,7/1/20
-14.33163,-74.66025,7/1/20
-14.33227,-74.6634,7/1/20
-4.75882,-80.52976,7/1/20
-7.11768,-76.46577,7/1/20
-5.86942,-77.21235,7/1/20
-4.8361,-80.82184,7/1/20
-9.79508,-74.77831,7/1/20
-13.50663,-74.02475,7/1/20
-13.81995,-73.34799,7/1/20
-13.7171,-72.1156,7/1/20
-13.70973,-72.11376,7/1/20
-13.71057,-72.11768,7/1/20
-13.49167,-71.6671,7/1/20
-7.29632,-77.01601,7/1/20
-7.29685,-77.01892,7/1/20
-7.29761,-77.01689,7/1/20
-7.26757,-76.97639,7/1/20
-13.49209,-71.66762,7/1/20
-6.48122,-75.33434,7/2/20
-6.47183,-75.32931,7/2/20
-6.46852,-75.32878,7/2/20
-11.80557,-75.64243,7/2/20
-13.34176,-71.36413,7/2/20
-11.02745,-74.63651,7/2/20
-9.64365,-75.00601,7/2/20
-12.64972,-74.41698,7/2/20
-12.64918,-74.42059,7/2/20
-12.65258,-74.42115,7/2/20
-14.67891,-75.28082,7/2/20
-8.3887,-77.20338,7/2/20
-13.62109,-72.40913,7/2/20
-13.62039,-72.41409,7/2/20
-10.26736,-76.07343,7/2/20
-13.24116,-71.92246,7/2/20
-11.11562,-74.70177,7/2/20
-11.11896,-74.70237,7/2/20
-12.52572,-74.16918,7/2/20
-12.52172,-74.17251,7/2/20
-12.52232,-74.1685,7/2/20
-8.01634,-77.70183,7/2/20
-8.82161,-77.04242,7/2/20
-7.12169,-76.2896,7/2/20
-10.41948,-75.90577,7/2/20
-6.50499,-75.35588,7/2/20
-6.48346,-75.36315,7/2/20
-6.71224,-79.86343,7/2/20
-5.71776,-76.43034,7/2/20
-6.31445,-79.54004,7/2/20
-10.22345,-75.97086,7/2/20
-10.22289,-75.96745,7/2/20
-10.22193,-75.97062,7/2/20
-10.53748,-75.51451,7/2/20
-10.51852,-75.81539,7/2/20
-10.42569,-75.93354,7/2/20
-6.59559,-76.0853,7/2/20
-12.08834,-73.99805,7/2/20
-10.05214,-76.24532,7/2/20
-6.59124,-76.08594,7/2/20
-10.05691,-76.24899,7/2/20
-4.40008,-79.9336,7/2/20
-12.53153,-73.83965,7/2/20
-3.56913,-80.48138,7/2/20
-3.57028,-80.48116,7/2/20
-11.17936,-75.3594,7/2/20
-10.22135,-75.96725,7/2/20
-7.03936,-76.59049,7/2/20
-7.0352,-76.59121,7/2/20
-10.27204,-76.06532,7/2/20
-7.31974,-76.39751,7/2/20
-11.06369,-74.49058,7/2/20
-13.61508,-73.46468,7/2/20
-9.74223,-75.1739,7/2/20
-3.61242,-80.52222,7/2/20
-13.9139,-73.49886,7/2/20
-13.91148,-73.48541,7/2/20
-3.61591,-80.52171,7/2/20
-5.87116,-76.28827,7/2/20
-8.59595,-77.09398,7/2/20
-8.59664,-77.09814,7/2/20
-8.33671,-76.71921,7/2/20
-10.68448,-73.73312,7/2/20
-7.95352,-76.67546,7/2/20
-10.0527,-76.24806,7/2/20
-10.05634,-76.24554,7/2/20
-4.61917,-79.94616,7/2/20
-10.92733,-76.38745,7/2/20
-10.98687,-75.353,7/2/20
-8.74249,-74.05112,7/2/20
-4.87791,-80.2813,7/2/20
-11.30897,-74.41563,7/2/20
-4.76644,-80.50587,7/2/20
-8.17497,-76.27295,7/2/20
-5.60562,-75.93813,7/2/20
-12.11967,-74.01571,7/2/20
-4.8073,-80.27269,7/2/20
-10.25395,-76.78853,7/2/20
-9.20315,-76.18957,7/2/20
-9.18998,-76.06223,7/2/20
-9.20525,-76.12689,7/2/20
-9.30066,-76.46919,7/2/20
-9.30135,-76.47333,7/2/20
-9.23691,-76.56371,7/2/20
-9.1357,-76.55291,7/2/20
-9.12587,-76.54839,7/2/20
-8.69139,-76.34622,7/2/20
-13.49023,-73.94238,7/2/20
-13.90934,-73.49961,7/2/20
-9.21721,-76.17226,7/2/20
-11.12609,-74.78851,7/2/20
-13.40142,-72.95391,7/2/20
-13.40704,-72.95754,7/2/20
-6.75899,-79.55942,7/2/20
-6.75091,-79.5769,7/2/20
-13.41269,-72.96135,7/2/20
-6.74739,-79.57745,7/2/20
-13.41155,-72.95527,7/2/20
-13.4102,-72.94808,7/2/20
-13.7604,-72.94748,7/2/20
-13.76569,-72.94965,7/2/20
-13.76475,-72.94457,7/2/20
-10.68327,-77.58888,7/2/20
-4.61711,-74.41969,7/2/20
-6.94663,-78.43052,7/2/20
-9.22063,-75.93806,7/2/20
-9.22483,-75.93738,7/2/20
-9.25836,-75.95262,7/2/20
-12.39112,-74.39748,7/2/20
-11.84466,-72.94341,7/2/20
-10.08572,-75.97355,7/2/20
-10.78163,-74.17847,7/2/20
-12.97307,-73.46536,7/2/20
-11.01787,-74.71311,7/2/20
-11.84828,-72.94556,7/2/20
-7.95426,-76.67605,7/2/20
-12.3513,-76.17483,7/2/20
-10.90301,-73.1924,7/2/20
-10.95284,-74.10834,7/2/20
-12.16346,-75.30259,7/2/20
-10.96023,-73.13386,7/2/20
-11.12703,-73.03569,7/2/20
-10.98856,-74.93336,7/2/20
-11.37085,-73.2463,7/2/20
-4.74552,-80.33343,7/2/20
-13.91603,-73.48457,7/2/20
-11.37375,-73.24389,7/2/20
-11.14176,-74.29505,7/2/20
-7.15047,-76.45023,7/2/20
-8.44307,-78.78931,7/2/20
-7.30457,-76.27976,7/2/20
-10.8812,-74.29101,7/2/20
-7.48178,-76.37897,7/2/20
-3.52229,-73.14566,7/2/20
-13.74178,-76.18857,7/2/20
-8.44821,-76.38225,7/2/20
-8.47987,-76.35393,7/2/20
-4.74918,-80.26598,7/2/20
-12.28753,-73.84707,7/2/20
-13.73895,-76.18596,7/2/20
-5.819,-76.16323,7/2/20
-5.81823,-76.16226,7/2/20
-11.85465,-73.93223,7/2/20
-4.74492,-80.32959,7/2/20
-11.87492,-73.86021,7/2/20
-8.39427,-74.45235,7/2/20
-8.52582,-74.24813,7/2/20
-8.52654,-74.24963,7/2/20
-11.89809,-73.85677,7/2/20
-9.32839,-76.03594,7/2/20
-8.54703,-77.75883,7/2/20
-8.55085,-77.7585,7/2/20
-9.35394,-76.08649,7/2/20
-8.54953,-77.75033,7/2/20
-8.55398,-77.75393,7/2/20
-13.91003,-73.5007,7/2/20
-9.34627,-75.96334,7/2/20
-11.9027,-73.85596,7/2/20
-13.9121,-73.48666,7/2/20
-9.32193,-76.91424,7/2/20
-8.56807,-76.52881,7/2/20
-7.18541,-79.64639,7/2/20
-13.5427,-76.12544,7/2/20
-9.08642,-73.66245,7/2/20
-6.77847,-79.56861,7/2/20
-6.77785,-79.56462,7/2/20
-6.88688,-76.58363,7/2/20
-6.29738,-76.66582,7/2/20
-12.45727,-72.96823,7/2/20
-15.91794,-71.80743,7/2/20
-11.29989,-74.66898,7/2/20
-6.96471,-76.92559,7/2/20
-8.87767,-76.95206,7/2/20
-8.85479,-77.05415,7/2/20
-6.44637,-76.46439,7/2/20
-6.57982,-76.07102,7/2/20
-6.44421,-75.8547,7/2/20
-6.96376,-76.55527,7/2/20
-6.96313,-76.55136,7/2/20
-6.95484,-76.52104,7/2/20
-6.96427,-76.55142,7/2/20
-13.57017,-76.14603,7/2/20
-8.83945,-75.52327,7/2/20
-8.98247,-76.09305,7/2/20
-8.90602,-76.23147,7/2/20
-8.73021,-77.00605,7/2/20
-12.21968,-75.0981,7/2/20
-13.9146,-73.5,7/2/20
-4.86312,-80.23233,7/2/20
-6.77494,-79.56914,7/2/20
-8.60978,-74.27777,7/2/20
-14.37115,-72.80784,7/2/20
-10.24921,-76.3986,7/2/20
-8.89773,-76.23276,7/2/20
-8.80574,-76.28082,7/2/20
-9.67398,-76.02965,7/2/20
-11.29913,-74.66848,7/2/20
-7.05372,-76.441,7/2/20
-6.60348,-79.81666,7/2/20
-6.61954,-79.89732,7/2/20
-6.61656,-79.87804,7/2/20
-6.62302,-79.89677,7/2/20
-8.75776,-76.24885,7/2/20
-6.63407,-79.82018,7/2/20
-6.66636,-79.77541,7/2/20
-5.71842,-76.43444,7/2/20
-6.71572,-79.86288,7/2/20
-6.7278,-79.81676,7/2/20
-6.72718,-79.81289,7/2/20
-8.64862,-76.29468,7/2/20
-12.8105,-73.58063,7/2/20
-8.65058,-76.29427,7/2/20
-6.96544,-76.45593,7/2/20
-8.31984,-74.50878,7/2/20
-10.05691,-76.24827,7/2/20
-6.73149,-79.77252,7/2/20
-8.29796,-74.98789,7/2/20
-7.07764,-76.50453,7/2/20
-7.18948,-76.49848,7/2/20
-11.57937,-75.03373,7/2/20
-7.14743,-77.07493,7/2/20
-10.05272,-76.24881,7/2/20
-4.88079,-80.27692,7/2/20
-17.49536,-71.35403,7/2/20
-17.49635,-71.35905,7/2/20
-11.63198,-75.11666,7/2/20
-13.54673,-70.78183,7/2/20
-9.70188,-75.35594,7/2/20
-9.08478,-76.00532,7/2/20
-9.17616,-76.0566,7/2/20
-8.11516,-78.97472,7/2/20
-9.36403,-75.86089,7/2/20
-10.05207,-76.24446,7/2/20
-13.91664,-73.48579,7/2/20
-11.57783,-75.03407,7/2/20
-9.60416,-76.46053,7/2/20
-9.58394,-76.89347,7/2/20
-8.50546,-74.85146,7/2/20
-12.80981,-73.57682,7/2/20
-11.62786,-74.78923,7/2/20
-13.91374,-73.49543,7/2/20
-12.31238,-73.95866,7/2/20
-6.34256,-79.85701,7/2/20
-8.06728,-77.69326,7/3/20
-15.78554,-71.8552,7/3/20
-12.49264,-74.15567,7/3/20
-16.42939,-69.30223,7/3/20
-13.60222,-72.4759,7/3/20
-13.60382,-72.48732,7/3/20
-16.57485,-71.26363,7/3/20
-16.5743,-71.26729,7/3/20
-14.24989,-72.07784,7/3/20
-12.49129,-74.16369,7/3/20
-8.06648,-77.69779,7/3/20
-9.1756,-77.69155,7/3/20
-8.06859,-77.69488,7/3/20
-12.48843,-74.15928,7/3/20
-16.8039,-69.80186,7/3/20
-17.49317,-71.35596,7/3/20
-17.6142,-70.44099,7/3/20
-10.70549,-75.73298,7/3/20
-10.67609,-75.76263,7/3/20
-10.67274,-75.76302,7/3/20
-4.46195,-79.69136,7/3/20
-10.52555,-75.82092,7/3/20
-11.08207,-74.50488,7/3/20
-12.01039,-73.99799,7/3/20
-12.37291,-73.98279,7/3/20
-12.38018,-73.91719,7/3/20
-12.39827,-73.98649,7/3/20
-12.40174,-73.98602,7/3/20
-10.97401,-75.77915,7/3/20
-11.10456,-75.61398,7/3/20
-12.44479,-73.90748,7/3/20
-12.5354,-73.94951,7/3/20
-10.50255,-76.64781,7/3/20
-12.11327,-74.0722,7/3/20
-4.87482,-80.71737,7/3/20
-4.74047,-80.51322,7/3/20
-4.76801,-80.50501,7/3/20
-11.62953,-74.86541,7/3/20
-11.62893,-74.86159,7/3/20
-11.63291,-74.86498,7/3/20
-11.67183,-74.75037,7/3/20
-11.88024,-74.92535,7/3/20
-10.30933,-77.2812,7/3/20
-10.78991,-76.82288,7/3/20
-10.79319,-76.82233,7/3/20
-4.81113,-80.2803,7/3/20
-6.84698,-76.59259,7/3/20
-6.09576,-76.23219,7/3/20
-6.8835,-76.5899,7/3/20
-4.87254,-80.74599,7/3/20
-10.91,-74.14684,7/3/20
-6.08621,-76.23732,7/3/20
-6.0436,-76.20708,7/3/20
-6.01166,-76.19009,7/3/20
-4.86414,-80.71428,7/3/20
-11.40846,-74.73123,7/3/20
-10.7969,-76.82106,7/3/20
-11.22904,-77.30999,7/3/20
-12.02316,-74.67153,7/3/20
-12.00515,-74.77565,7/3/20
-6.0669,-75.95502,7/3/20
-11.99023,-74.77904,7/3/20
-4.87121,-80.7426,7/3/20
-8.92107,-73.71377,7/3/20
-8.88827,-73.93237,7/3/20
-8.67506,-74.0034,7/3/20
-8.58881,-74.1428,7/3/20
-11.08093,-75.00684,7/3/20
-8.60122,-76.65972,7/3/20
-8.46647,-78.8594,7/3/20
-13.60111,-72.47636,7/3/20
-13.60028,-72.47147,7/3/20
-13.54415,-76.12817,7/3/20
-12.49717,-74.18988,7/3/20
-6.44265,-76.43666,7/3/20
-6.51646,-76.23251,7/3/20
-10.29572,-76.09177,7/3/20
-10.29519,-76.08833,7/3/20
-10.29798,-76.0844,7/3/20
-10.29745,-76.08094,7/3/20
-13.60404,-72.47157,7/3/20
-7.34906,-76.28575,7/3/20
-10.92018,-74.63421,7/3/20
-3.55188,-80.4413,7/3/20
-10.26935,-75.89812,7/3/20
-9.05802,-78.60103,7/3/20
-3.60197,-80.53938,7/3/20
-6.6301,-76.42127,7/3/20
-5.47038,-80.71198,7/3/20
-6.01312,-75.92211,7/3/20
-6.01369,-75.92577,7/3/20
-8.5023,-77.14814,7/3/20
-8.45743,-77.14082,7/3/20
-6.9333,-76.29654,7/3/20
-8.04774,-76.68044,7/3/20
-7.54141,-75.00689,7/3/20
-7.542,-75.0107,7/3/20
-7.0346,-76.44386,7/3/20
-5.7398,-76.49674,7/3/20
-11.05123,-74.70885,7/3/20
-13.03875,-74.71414,7/3/20
-8.6634,-75.41509,7/3/20
-8.44109,-76.45628,7/3/20
-8.44593,-76.37663,7/3/20
-8.47572,-76.21717,7/3/20
-8.53521,-76.51672,7/3/20
-8.52987,-76.48174,7/3/20
-8.53319,-76.48123,7/3/20
-8.54848,-76.51469,7/3/20
-11.85137,-73.94,7/3/20
-11.85076,-73.93616,7/3/20
-11.87354,-73.86856,7/3/20
-11.92443,-73.89626,7/3/20
-11.94193,-73.96115,7/3/20
-6.88683,-76.58939,7/3/20
-6.5191,-76.71303,7/3/20
-6.51578,-76.71355,7/3/20
-6.52378,-76.76604,7/3/20
-6.27089,-76.79923,7/3/20
-13.21368,-74.15382,7/3/20
-4.86356,-80.71487,7/3/20
-6.61628,-79.88093,7/3/20
-6.61977,-79.88042,7/3/20
-8.36321,-74.95487,7/3/20
-7.10822,-76.30539,7/3/20
-9.07611,-75.03056,7/3/20
-10.03297,-74.83077,7/3/20
-12.94565,-73.15514,7/3/20
-12.83584,-73.17145,7/3/20
-12.77289,-73.09371,7/3/20
-11.70854,-74.08285,7/3/20
-8.80371,-77.41669,7/3/20
-8.83254,-77.31228,7/3/20
-8.9326,-77.82316,7/3/20
-12.69624,-73.24634,7/3/20
-12.69688,-73.25028,7/3/20
-8.38169,-74.45564,7/3/20
-12.59602,-73.08144,7/3/20
-12.59756,-73.08127,7/3/20
-5.72829,-76.44382,7/3/20
-5.72956,-76.40714,7/3/20
-7.02869,-76.51685,7/3/20
-15.02053,-71.16673,7/3/20
-8.49622,-74.42535,7/3/20
-8.51969,-74.36866,7/3/20
-15.5636,-72.91868,7/3/20
-8.52322,-74.3681,7/3/20
-5.03623,-79.01962,7/3/20
-5.98058,-76.27944,7/3/20
-5.97445,-76.26205,7/3/20
-5.84932,-76.35509,7/3/20
-7.32352,-76.53788,7/3/20
-5.79695,-76.36333,7/3/20
-7.77113,-75.19965,7/3/20
-11.88167,-74.01913,7/3/20
-13.16913,-72.79078,7/3/20
-11.92233,-74.50031,7/3/20
-7.10216,-76.79884,7/3/20
-11.92182,-74.49709,7/3/20
-5.97024,-76.07801,7/3/20
-11.92075,-74.49032,7/3/20
-7.94744,-79.23004,7/3/20
-9.28109,-76.35795,7/3/20
-9.28044,-76.37584,7/3/20
-9.26197,-76.5433,7/3/20
-8.70805,-76.36002,7/3/20
-8.63899,-76.37467,7/3/20
-11.9213,-74.49374,7/3/20
-13.51557,-72.59206,7/3/20
-10.6737,-77.63115,7/3/20
-12.33425,-73.94068,7/3/20
-10.46225,-77.73704,7/3/20
-10.78467,-74.17577,7/3/20
-10.10554,-75.89198,7/3/20
-10.06386,-75.99618,7/3/20
-10.07463,-76.17677,7/3/20
-10.04095,-76.11124,7/3/20
-10.00272,-75.99554,7/3/20
-9.97777,-76.0097,7/3/20
-11.92521,-74.49655,7/3/20
-11.92468,-74.49319,7/3/20
-8.06982,-77.6999,7/3/20
-8.0764,-77.69868,7/3/20
-8.54215,-77.66045,7/3/20
-12.56388,-73.84017,7/3/20
-12.56733,-73.83955,7/3/20
-12.6837,-73.79836,7/3/20
-10.96286,-74.28651,7/3/20
-10.93147,-74.3503,7/3/20
-10.88139,-74.34645,7/3/20
-10.85556,-74.40562,7/3/20
-10.85636,-74.4057,7/3/20
-10.83516,-74.3381,7/3/20
-10.82663,-74.41848,7/3/20
-10.74846,-74.30505,7/3/20
-10.72915,-74.35519,7/3/20
-10.7257,-74.35574,7/3/20
-10.7263,-74.35959,7/3/20
-8.55599,-74.25597,7/3/20
-5.65519,-78.69704,7/3/20
-11.92414,-74.48977,7/3/20
-5.28723,-76.25561,7/3/20
-5.28779,-76.25922,7/3/20
-5.28891,-76.26646,7/3/20
-5.28353,-76.35269,7/3/20
-6.58994,-76.57701,7/3/20
-6.60897,-76.39536,7/3/20
-12.05263,-74.06235,7/3/20
-6.74348,-76.84953,7/3/20
-8.20256,-74.71673,7/3/20
-8.25442,-74.72848,7/3/20
-8.93668,-78.51392,7/3/20
-6.96205,-76.52708,7/3/20
-8.89036,-78.52818,7/3/20
-6.68873,-76.62492,7/3/20
-7.30086,-76.23466,7/3/20
-7.14981,-76.26973,7/3/20
-7.14646,-76.27021,7/3/20
-7.29958,-76.11471,7/3/20
-9.71463,-75.73335,7/3/20
-9.6347,-75.85339,7/3/20
-9.63137,-75.85393,7/3/20
-9.60858,-75.88313,7/3/20
-9.60522,-75.8835,7/3/20
-9.61613,-76.02018,7/3/20
-4.9295,-79.58579,7/3/20
-12.77992,-73.56464,7/3/20
-12.78222,-73.55663,7/3/20
-8.60341,-78.64701,7/3/20
-12.7917,-73.59348,7/3/20
-12.79308,-73.59377,7/3/20
-12.18876,-73.94583,7/3/20
-8.35195,-74.61323,7/3/20
-7.06338,-76.56547,7/3/20
-7.21373,-76.68481,7/3/20
-8.3295,-74.58465,7/3/20
-8.89873,-76.2318,7/3/20
-9.9353,-76.46483,7/3/20
-8.87105,-76.22887,7/3/20
-8.30625,-74.59637,7/3/20
-8.17943,-75.63844,7/3/20
-8.25555,-74.5762,7/3/20
-8.78823,-76.26418,7/3/20
-8.70058,-76.28924,7/3/20
-8.67291,-76.28632,7/3/20
-8.64657,-76.2907,7/3/20
-8.97318,-76.71817,7/3/20
-8.86803,-77.03404,7/3/20
-8.6309,-76.90136,7/3/20
-11.01655,-74.46809,7/3/20
-6.57335,-76.55776,7/3/20
-10.06325,-75.83783,7/3/20
-11.01936,-74.46364,7/3/20
-11.93081,-74.00282,7/3/20
-11.08265,-74.50858,7/3/20
-10.73904,-75.79679,7/3/20
-11.19783,-74.37457,7/3/20
-11.24116,-74.38101,7/3/20
-7.11416,-76.47784,7/3/20
-11.8802,-74.01941,7/3/20
-11.37939,-74.21722,7/3/20
-11.56432,-74.38623,7/3/20
-12.27596,-74.03339,7/3/20
-12.2735,-73.95129,7/3/20
-11.23241,-76.47264,7/3/20
-12.27985,-73.94658,7/3/20
-12.29685,-73.98664,7/3/20
-10.94662,-75.71227,7/3/20
-12.32353,-73.96217,7/3/20
-13.71446,-73.31645,7/3/20
-13.71796,-73.31601,7/3/20
-9.23582,-78.38291,7/3/20
-13.81286,-70.0703,7/4/20
-10.06722,-76.02305,7/4/20
-15.78504,-71.85567,7/4/20
-17.49265,-71.35657,7/4/20
-13.60207,-72.46742,7/4/20
-13.78261,-76.16827,7/4/20
-13.62768,-71.83174,7/4/20
-17.48904,-71.35577,7/4/20
-17.20354,-70.89617,7/4/20
-17.49184,-71.36118,7/4/20
-17.4882,-71.3605,7/4/20
-13.59725,-72.47071,7/4/20
-13.60155,-72.47027,7/4/20
-15.25949,-69.32743,7/4/20
-16.35446,-69.54922,7/4/20
-16.61343,-69.66494,7/4/20
-16.61705,-69.66756,7/4/20
-16.61649,-69.66397,7/4/20
-17.49291,-71.36111,7/4/20
-14.91523,-75.03842,7/4/20
-15.96091,-69.57489,7/4/20
-13.5979,-72.47679,7/4/20
-13.59738,-72.47318,7/4/20
-13.6007,-72.47241,7/4/20
-15.28509,-69.31535,7/4/20
