Asmat,Biak Numfor,Boven Digoel,Deiyai,Dogiyai,Intan Jaya,Jayapura,Jayawijaya,Keerom,Kepulauan Yapen,Kota Jayapura,Lanny Jaya,Mamberamo Raya,Mamberamo Tengah,Mappi,Merauke,Mimika,Nabire,Nduga,Paniai,Pegunungan Bintang,Puncak,Puncak Jaya,Sarmi,Supiori,Tolikara,Waropen,Yahukimo,Yalimo,Fakfak,Kaimana,Kota Sorong,Manokwari,Maybrat,Raja Ampat
759,1127,404,1567,285,400,324,1007,524,1036,6340,2031,2655,381,309,2391,885,601,1078,239,838,783,1594,754,3807,3342,116,3588,807,387,1192,2665,475,3177,953
