latitude,longitude,acq_date
0.67054,117.46404,7/3/20
0.67423,117.46462,7/3/20
-2.92362,115.23297,7/3/20
-2.89832,115.25223,7/3/20
0.67995,117.56264,7/3/20
-1.19106,103.37076,7/3/20
-1.18884,103.36987,7/3/20
-6.06434,107.39722,7/3/20
1.11319,102.83605,7/3/20
1.49605,127.63599,7/3/20
-2.66125,112.31969,7/3/20
-7.34415,112.308,7/3/20
-7.32598,111.13831,7/3/20
0.67122,117.45961,7/3/20
-7.30817,111.11223,7/3/20
-7.25595,111.12787,7/3/20
-7.24923,111.10725,7/3/20
-2.89774,115.24849,7/3/20
-7.75965,114.21182,7/3/20
-2.87682,115.26596,7/3/20
-7.80399,112.03599,7/3/20
-7.80068,112.03651,7/3/20
-3.02855,115.16316,7/3/20
0.65947,117.46222,7/3/20
-8.71771,118.22025,7/3/20
-7.34361,112.30453,7/3/20
0.67924,117.56705,7/3/20
-7.30727,112.28895,7/3/20
5.18262,96.24899,7/3/20
5.18062,96.25041,7/3/20
3.13522,97.91,7/3/20
-9.54176,119.71867,7/4/20
-8.57046,122.00782,7/4/20
-8.50426,118.15363,7/4/20
-8.57179,122.00894,7/4/20
-7.95374,137.93591,7/4/20
-7.79318,137.94983,7/4/20
-7.9546,137.93092,7/4/20
-9.57866,119.88494,7/4/20
-9.76924,119.99303,7/4/20
-8.52691,122.96945,7/4/20
-8.63959,117.69143,7/4/20
-8.50892,118.15394,7/4/20
-7.95076,137.92513,7/4/20
-7.95546,137.92592,7/4/20
-10.02634,120.67839,7/4/20
-7.78945,137.95168,7/4/20
-9.77201,119.99077,7/4/20
-9.72753,120.46641,7/4/20
-7.78846,137.94901,7/4/20
-10.02614,120.67503,7/4/20
-9.72762,120.46469,7/4/20
-7.39666,138.80229,7/4/20
-9.72717,120.46844,7/4/20
-2.85302,140.72885,7/4/20
-1.81991,136.75156,7/4/20
1.49441,127.63332,7/4/20
-0.83762,133.06573,7/4/20
-4.23522,140.26111,7/4/20
-4.23422,140.26704,7/4/20
-4.13779,140.20226,7/4/20
0.48003,127.99347,7/4/20
-3.69016,138.30557,7/4/20
-3.7016,138.75499,7/4/20
-0.85834,133.13432,7/4/20
-4.14445,139.91835,7/4/20
-2.6761,140.76761,7/4/20
0.99331,122.15714,7/4/20
-2.81856,140.59746,7/4/20
-8.6415,117.68806,7/4/20
-8.35982,118.68418,7/4/20
-8.35986,118.68484,7/4/20
-7.82742,114.1759,7/4/20
-7.83504,114.13335,7/4/20
-7.74591,114.02725,7/4/20
-7.74176,113.99042,7/4/20
-9.66117,119.4594,7/4/20
-8.11314,112.92722,7/4/20
-8.64138,117.69007,7/4/20
-7.40782,112.62424,7/4/20
-7.17962,113.00638,7/4/20
-0.36326,99.96799,7/4/20
-2.55092,103.32504,7/4/20
-2.69523,102.92925,7/4/20
2.26823,97.84614,7/4/20
-2.68058,106.32009,7/4/20
2.46053,98.18108,7/4/20
2.45985,98.17899,7/4/20
4.81256,97.64076,7/4/20
2.53062,97.9837,7/4/20
2.53098,97.84412,7/4/20
2.21278,98.91588,7/4/20
1.82249,99.24765,7/4/20
0.70498,97.86335,7/4/20
1.47283,98.93732,7/4/20
4.90083,96.09145,7/4/20
-3.3153,104.03725,7/4/20
-3.03852,103.80367,7/4/20
-3.14345,104.16542,7/4/20
-2.32335,106.01788,7/4/20
-2.25526,106.03033,7/4/20
-2.25927,105.91237,7/4/20
